  -0.28000000E+01  -0.39266188E+01   0.19080743E+02  -0.30000000E-02   0.47876120E+00   0.13040000E+01   0.10366892E+02   0.10794540E+02  -0.19776837E+02   0.40485647E+01   0.18009805E+01   0.47876120E+00  -0.39266188E+01   0.19080743E+02   0.10366892E+02
  -0.26000000E+01  -0.39297795E+01   0.19167600E+02  -0.10500000E-01   0.81697307E+00   0.14810000E+01   0.10366889E+02   0.10194540E+02  -0.19950552E+02   0.40318871E+01   0.21391924E+01   0.81697307E+00  -0.39297795E+01   0.19167600E+02   0.10366889E+02
  -0.24000000E+01  -0.39326206E+01   0.19246631E+02  -0.25000000E-01   0.11240542E+01   0.16440000E+01   0.10366890E+02   0.95945396E+01  -0.20108614E+02   0.40152096E+01   0.24462735E+01   0.11240542E+01  -0.39326206E+01   0.19246631E+02   0.10366890E+02
  -0.22000000E+01  -0.39355971E+01   0.19329772E+02  -0.51000000E-01   0.14311354E+01   0.17840000E+01   0.10366891E+02   0.89945396E+01  -0.20274897E+02   0.39985320E+01   0.27533546E+01   0.14311354E+01  -0.39355971E+01   0.19329772E+02   0.10366891E+02
  -0.20000000E+01  -0.39384164E+01   0.19409258E+02  -0.94500000E-01   0.17245860E+01   0.18890000E+01   0.10366892E+02   0.83945396E+01  -0.20433870E+02   0.39818545E+01   0.30468053E+01   0.17245860E+01  -0.39384164E+01   0.19409258E+02   0.10366892E+02
  -0.18000000E+01  -0.39408486E+01   0.19478825E+02  -0.16550000E+00   0.19619079E+01   0.19390000E+01   0.10366898E+02   0.77945396E+01  -0.20573004E+02   0.39651769E+01   0.32841272E+01   0.19619079E+01  -0.39408486E+01   0.19478825E+02   0.10366898E+02
  -0.16000000E+01  -0.39432644E+01   0.19548734E+02  -0.28300000E+00   0.22206788E+01   0.18960000E+01   0.10366905E+02   0.71945396E+01  -0.20700185E+02   0.39468716E+01   0.35214491E+01   0.21777807E+01  -0.39430319E+01   0.19542416E+02   0.10366905E+02
  -0.14000000E+01  -0.39457200E+01   0.19620575E+02  -0.45500000E+00   0.26953226E+01   0.17440000E+01   0.10366902E+02   0.65945396E+01  -0.20700185E+02   0.39259540E+01   0.37587709E+01   0.21777807E+01  -0.39428507E+01   0.19542416E+02   0.10366898E+02
  -0.12000000E+01  -0.39482965E+01   0.19695858E+02  -0.63150000E+00   0.31699664E+01   0.15830000E+01   0.10366878E+02   0.59945396E+01  -0.20700185E+02   0.39050364E+01   0.39960928E+01   0.21777807E+01  -0.39426738E+01   0.19542416E+02   0.10366883E+02
  -0.10000000E+01  -0.39504986E+01   0.19761387E+02  -0.86600000E+00   0.35831103E+01   0.13060000E+01   0.10366866E+02   0.53945396E+01  -0.20700185E+02   0.38841189E+01   0.42026648E+01   0.21777807E+01  -0.39424907E+01   0.19542416E+02   0.10366880E+02
  -0.80000000E+00  -0.39527291E+01   0.19828137E+02  -0.11100000E+01   0.39952131E+01   0.10100000E+01   0.10366864E+02   0.47945396E+01  -0.20700185E+02   0.38632013E+01   0.44087162E+01   0.21777807E+01  -0.39423014E+01   0.19542416E+02   0.10366889E+02
  -0.60000000E+00  -0.39549472E+01   0.19895822E+02  -0.13739500E+01   0.44073159E+01   0.67410000E+00   0.10366876E+02   0.41945396E+01  -0.20700185E+02   0.38390966E+01   0.46147676E+01   0.21777807E+01  -0.39420865E+01   0.19542416E+02   0.10366892E+02
  -0.40000000E+00  -0.39571295E+01   0.19963507E+02  -0.16671500E+01   0.48194187E+01   0.27970000E+00   0.10366901E+02   0.35945396E+01  -0.20700185E+02   0.38128958E+01   0.48208190E+01   0.21777807E+01  -0.39418552E+01   0.19542416E+02   0.10366891E+02
  -0.20000000E+00  -0.39593215E+01   0.20031421E+02  -0.19752000E+01   0.52301154E+01  -0.14440000E+00   0.10366899E+02   0.29945396E+01  -0.20700185E+02   0.37866949E+01   0.50261674E+01   0.21777807E+01  -0.39416236E+01   0.19542416E+02   0.10366890E+02
   0.00000000E+00  -0.39614606E+01   0.20098055E+02  -0.22955000E+01   0.56314343E+01  -0.59300000E+00   0.10366890E+02   0.23945396E+01  -0.20700185E+02   0.37604940E+01   0.52268268E+01   0.21777807E+01  -0.39413916E+01   0.19542416E+02   0.10366889E+02
   0.20000000E+00  -0.39635426E+01   0.20164689E+02  -0.26260000E+01   0.60327531E+01  -0.10620000E+01   0.10366888E+02   0.17945396E+01  -0.20700185E+02   0.37291437E+01   0.54274862E+01   0.21777807E+01  -0.39411147E+01   0.19542416E+02   0.10366885E+02
   0.40000000E+00  -0.39656029E+01   0.20231434E+02  -0.29645000E+01   0.64340720E+01  -0.15470000E+01   0.10366892E+02   0.11945396E+01  -0.20700185E+02   0.36963960E+01   0.56281456E+01   0.21777807E+01  -0.39408197E+01   0.19542416E+02   0.10366893E+02
   0.60000000E+00  -0.39676596E+01   0.20298258E+02  -0.33100000E+01   0.68353908E+01  -0.20460000E+01   0.10366889E+02   0.59453961E+00  -0.20700185E+02   0.36636484E+01   0.58288051E+01   0.21777807E+01  -0.39405279E+01   0.19542416E+02   0.10366893E+02
   0.80000000E+00  -0.39696534E+01   0.20365053E+02  -0.36610000E+01   0.72365356E+01  -0.25560000E+01   0.10366892E+02  -0.54603949E-02  -0.20700185E+02   0.36250036E+01   0.60293774E+01   0.21777807E+01  -0.39401853E+01   0.19542416E+02   0.10366889E+02
