  -0.28000000E+01  -0.33742648E+01   0.14076134E+02  -0.30000000E-02   0.47876120E+00   0.13040000E+01   0.10366890E+02   0.10794540E+02  -0.19776837E+02   0.34279456E+01   0.18009805E+01   0.47876120E+00  -0.33742648E+01   0.14076134E+02   0.10366890E+02
  -0.26000000E+01  -0.33757851E+01   0.14119563E+02  -0.10500000E-01   0.81697307E+00   0.14810000E+01   0.10366891E+02   0.10194540E+02  -0.19950552E+02   0.34173770E+01   0.21391924E+01   0.81697307E+00  -0.33757851E+01   0.14119563E+02   0.10366891E+02
  -0.24000000E+01  -0.33771512E+01   0.14159078E+02  -0.25000000E-01   0.11240542E+01   0.16440000E+01   0.10366895E+02   0.95945396E+01  -0.20108614E+02   0.34068084E+01   0.24462735E+01   0.11240542E+01  -0.33771512E+01   0.14159078E+02   0.10366895E+02
  -0.22000000E+01  -0.33785830E+01   0.14200649E+02  -0.51000000E-01   0.14311354E+01   0.17840000E+01   0.10366893E+02   0.89945396E+01  -0.20274897E+02   0.33962398E+01   0.27533546E+01   0.14311354E+01  -0.33785830E+01   0.14200649E+02   0.10366893E+02
  -0.20000000E+01  -0.33799427E+01   0.14240392E+02  -0.94500000E-01   0.17245860E+01   0.18890000E+01   0.10366890E+02   0.83945396E+01  -0.20433870E+02   0.33856712E+01   0.30468053E+01   0.17245860E+01  -0.33799427E+01   0.14240392E+02   0.10366890E+02
  -0.18000000E+01  -0.33811108E+01   0.14275176E+02  -0.16550000E+00   0.19619079E+01   0.19390000E+01   0.10366891E+02   0.77945396E+01  -0.20573004E+02   0.33751027E+01   0.32841272E+01   0.19619079E+01  -0.33811108E+01   0.14275176E+02   0.10366891E+02
  -0.16000000E+01  -0.33822756E+01   0.14310130E+02  -0.28300000E+00   0.22206788E+01   0.18960000E+01   0.10366893E+02   0.71945396E+01  -0.20700185E+02   0.33645341E+01   0.35214491E+01   0.21777807E+01  -0.33821617E+01   0.14306971E+02   0.10366894E+02
  -0.14000000E+01  -0.33834817E+01   0.14346051E+02  -0.45500000E+00   0.26953226E+01   0.17440000E+01   0.10366880E+02   0.65945396E+01  -0.20700185E+02   0.33535816E+01   0.37587709E+01   0.21777807E+01  -0.33820672E+01   0.14306971E+02   0.10366893E+02
  -0.12000000E+01  -0.33846893E+01   0.14383693E+02  -0.63150000E+00   0.31699664E+01   0.15830000E+01   0.10366898E+02   0.59945396E+01  -0.20700185E+02   0.33386803E+01   0.39960928E+01   0.21777807E+01  -0.33819285E+01   0.14306971E+02   0.10366893E+02
  -0.10000000E+01  -0.33857044E+01   0.14416457E+02  -0.86600000E+00   0.35831103E+01   0.13060000E+01   0.10366923E+02   0.53945396E+01  -0.20700185E+02   0.33237790E+01   0.42026648E+01   0.21777807E+01  -0.33818018E+01   0.14306971E+02   0.10366887E+02
  -0.80000000E+00  -0.33867627E+01   0.14449832E+02  -0.11100000E+01   0.39952131E+01   0.10100000E+01   0.10366881E+02   0.47945396E+01  -0.20700185E+02   0.33088777E+01   0.44087162E+01   0.21777807E+01  -0.33816590E+01   0.14306971E+02   0.10366895E+02
  -0.60000000E+00  -0.33878459E+01   0.14483675E+02  -0.13739500E+01   0.44073159E+01   0.67410000E+00   0.10366837E+02   0.41945396E+01  -0.20700185E+02   0.32939764E+01   0.46147676E+01   0.21777807E+01  -0.33815295E+01   0.14306971E+02   0.10366888E+02
  -0.40000000E+00  -0.33889014E+01   0.14517517E+02  -0.16671500E+01   0.48194187E+01   0.27970000E+00   0.10366873E+02   0.35945396E+01  -0.20700185E+02   0.32790751E+01   0.48208190E+01   0.21777807E+01  -0.33813938E+01   0.14306971E+02   0.10366891E+02
  -0.20000000E+00  -0.33899311E+01   0.14551474E+02  -0.19752000E+01   0.52301154E+01  -0.14440000E+00   0.10366992E+02   0.29945396E+01  -0.20700185E+02   0.32641738E+01   0.50261674E+01   0.21777807E+01  -0.33812554E+01   0.14306971E+02   0.10366893E+02
   0.00000000E+00  -0.33909469E+01   0.14584791E+02  -0.22955000E+01   0.56314343E+01  -0.59300000E+00   0.10366952E+02   0.23945396E+01  -0.20700185E+02   0.32469719E+01   0.52268268E+01   0.21777807E+01  -0.33811050E+01   0.14306971E+02   0.10366885E+02
   0.20000000E+00  -0.33919233E+01   0.14618108E+02  -0.26260000E+01   0.60327531E+01  -0.10620000E+01   0.10366943E+02   0.17945396E+01  -0.20700185E+02   0.32259809E+01   0.54274862E+01   0.21777807E+01  -0.33809148E+01   0.14306971E+02   0.10366886E+02
   0.40000000E+00  -0.33928949E+01   0.14651481E+02  -0.29645000E+01   0.64340720E+01  -0.15470000E+01   0.10366925E+02   0.11945396E+01  -0.20700185E+02   0.32049900E+01   0.56281456E+01   0.21777807E+01  -0.33807223E+01   0.14306971E+02   0.10366889E+02
   0.60000000E+00  -0.33938636E+01   0.14684893E+02  -0.33100000E+01   0.68353908E+01  -0.20460000E+01   0.10366907E+02   0.59453961E+00  -0.20700185E+02   0.31839990E+01   0.58288051E+01   0.21777807E+01  -0.33805283E+01   0.14306971E+02   0.10366895E+02
   0.80000000E+00  -0.33948272E+01   0.14718291E+02  -0.36610000E+01   0.72365356E+01  -0.25560000E+01   0.10366892E+02  -0.54603949E-02  -0.20700185E+02   0.31630081E+01   0.60293774E+01   0.21777807E+01  -0.33803357E+01   0.14306971E+02   0.10366896E+02
   0.10000000E+01  -0.33957235E+01   0.14751616E+02  -0.40170000E+01   0.76366687E+01  -0.29923529E+01   0.10366911E+02  -0.60546039E+00  -0.20700185E+02   0.31367941E+01   0.62294440E+01   0.21777807E+01  -0.33800991E+01   0.14306971E+02   0.10366891E+02
   0.12000000E+01  -0.33965936E+01   0.14784953E+02  -0.43765000E+01   0.80368019E+01  -0.34113529E+01   0.10366906E+02  -0.12054604E+01  -0.20700185E+02   0.31072943E+01   0.64295106E+01   0.21777807E+01  -0.33798328E+01   0.14306971E+02   0.10366888E+02
   0.14000000E+01  -0.33974813E+01   0.14818290E+02  -0.47395000E+01   0.84369350E+01  -0.38373529E+01   0.10366884E+02  -0.18054604E+01  -0.20700185E+02   0.30777945E+01   0.66295772E+01   0.21777807E+01  -0.33795646E+01   0.14306971E+02   0.10366886E+02
   0.16000000E+01  -0.33983366E+01   0.14851629E+02  -0.51050000E+01   0.88370682E+01  -0.42683529E+01   0.10366886E+02  -0.24054604E+01  -0.20700185E+02   0.30456734E+01   0.68296437E+01   0.21777807E+01  -0.33792685E+01   0.14306971E+02   0.10366892E+02
